acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.74,-9.74,1.02,-0.05,0,0.01,STD
-0.8,-9.64,0.97,-0.14,-0.04,-0.01,STD
-0.78,-9.62,1.38,-0.13,-0.03,-0.04,STD
-0.92,-9.77,1.16,-0.09,-0.05,-0.11,STD
-1.06,-9.76,1.32,-0.18,-0.07,-0.09,STD
-1.11,-9.66,1.51,-0.14,-0.06,-0.09,STD
-1.05,-9.81,1.58,-0.1,0.01,-0.06,STD
-1.19,-9.7,1.31,-0.11,-0.03,-0.07,STD
-1.13,-9.73,1.51,-0.11,0.03,-0.02,STD
-1.13,-9.73,1.31,-0.04,0.05,0.01,STD
-0.92,-9.76,1.22,-0.11,0.05,0.01,STD
-1.07,-9.7,1.34,-0.07,-0.03,0,STD
-0.96,-9.75,1.16,-0.08,-0.02,0,STD
-0.96,-9.74,1.34,-0.11,0,0.01,STD
-0.96,-9.71,1.3,-0.08,-0.02,0,STD
-0.85,-9.75,1.29,-0.07,-0.02,-0.01,STD
-0.91,-9.79,1.4,-0.11,-0.02,-0.02,STD
-1.01,-9.72,1.41,-0.08,-0.03,-0.05,STD
-1,-9.66,1.35,-0.08,0,0.01,STD
-0.92,-9.72,1.23,-0.07,0,-0.03,STD
-0.85,-9.7,1.29,-0.11,-0.09,-0.02,STD
-1.03,-9.7,1.34,-0.08,-0.04,-0.05,STD
-0.99,-9.74,1.36,-0.1,-0.04,-0.04,STD
-1,-9.76,1.33,-0.11,0,0,STD
-1.09,-9.7,1.52,-0.11,0,-0.01,STD
-0.93,-9.7,1.36,-0.07,0.02,0.01,STD
-0.87,-9.79,1.36,-0.07,0.02,-0.01,STD
-0.95,-9.72,1.33,-0.1,-0.04,-0.01,STD
-0.86,-9.72,1.45,-0.09,-0.02,0,STD
-0.9,-9.71,1.32,-0.08,0.03,-0.03,STD
-0.91,-9.71,1.37,-0.1,-0.04,-0.01,STD
-0.97,-9.64,1.5,-0.09,0,-0.04,STD
-0.94,-9.77,1.31,-0.07,0.01,-0.02,STD
-0.97,-9.71,1.41,-0.11,0,-0.02,STD
-0.98,-9.68,1.41,-0.08,0.01,-0.04,STD
-0.94,-9.72,1.33,-0.09,0.02,0,STD
-0.91,-9.79,1.39,-0.1,0.03,-0.02,STD
-0.92,-9.68,1.44,-0.09,-0.05,-0.01,STD
-0.95,-9.69,1.45,-0.1,0.03,-0.02,STD
-0.91,-9.77,1.32,-0.08,0.02,-0.01,STD
-0.83,-9.73,1.43,-0.13,-0.01,-0.01,STD
-0.93,-9.68,1.46,-0.07,0.01,-0.01,STD
-0.9,-9.76,1.27,-0.1,0,-0.03,STD
-0.94,-9.69,1.5,-0.12,-0.02,0,STD
-0.93,-9.71,1.39,-0.07,-0.01,-0.01,STD
-0.9,-9.75,1.37,-0.08,-0.01,0,STD
-0.82,-9.79,1.38,-0.08,-0.05,0.01,STD
-0.84,-9.64,1.33,-0.13,-0.11,-0.03,STD
-0.87,-9.65,1.55,-0.1,-0.14,-0.03,STD
-0.97,-9.73,1.38,-0.08,-0.04,-0.03,STD
-0.89,-9.76,1.34,-0.11,-0.04,0,STD
-0.9,-9.68,1.42,-0.11,-0.03,-0.01,STD
-0.95,-9.72,1.37,-0.07,-0.03,-0.01,STD
-0.88,-9.81,1.24,-0.12,-0.04,0,STD
-1,-9.69,1.49,-0.13,-0.02,0,STD
-0.87,-9.74,1.35,-0.06,-0.01,0.02,STD
-0.96,-9.71,1.43,-0.14,0.01,0.01,STD
-0.81,-9.76,1.47,-0.08,-0.01,0,STD
-0.96,-9.66,1.5,-0.12,0.09,0.02,STD
-0.89,-9.77,1.53,-0.05,0.07,-0.03,STD
-0.93,-9.74,1.28,-0.09,0.01,0.01,STD
-0.97,-9.71,1.45,-0.08,-0.01,-0.03,STD
-1.02,-9.7,1.36,-0.06,0.04,0,STD
-0.95,-9.73,1.23,-0.08,0.02,-0.01,STD
-0.93,-9.67,1.41,-0.12,0,-0.01,STD
-1.02,-9.72,1.42,-0.07,0,-0.03,STD
-1.02,-9.69,1.33,-0.12,0.02,-0.01,STD
-0.89,-9.75,1.56,-0.08,0.01,-0.02,STD
-1,-9.73,1.27,-0.08,-0.03,-0.04,STD
-1.07,-9.71,1.5,-0.15,-0.02,-0.01,STD
-1.01,-9.65,1.38,-0.08,0.01,-0.01,STD
-0.99,-9.76,1.41,-0.13,-0.01,-0.01,STD
-1.05,-9.69,1.51,-0.08,0.03,0,STD
-1,-9.8,1.21,-0.07,0.01,0,STD
-0.9,-9.72,1.42,-0.14,-0.03,0.01,STD
-0.92,-9.7,1.35,-0.05,-0.01,-0.03,STD
-0.96,-9.73,1.42,-0.14,0.01,0,STD
-0.79,-9.77,1.48,-0.08,0.01,-0.02,STD
-0.91,-9.67,1.42,-0.12,-0.02,-0.06,STD
-0.96,-9.68,1.58,-0.07,-0.04,-0.05,STD
-1.02,-9.72,1.34,-0.07,0.01,-0.06,STD
-0.97,-9.7,1.46,-0.1,-0.02,-0.03,STD
-1.05,-9.67,1.29,-0.06,0.01,-0.04,STD
-1.01,-9.71,1.27,-0.1,0.05,-0.01,STD
-0.95,-9.71,1.33,-0.09,0.01,-0.01,STD
-1.02,-9.71,1.33,-0.12,-0.01,-0.01,STD
-0.87,-9.71,1.6,-0.11,-0.03,0.02,STD
-0.84,-9.67,1.49,-0.1,-0.02,-0.02,STD
-0.92,-9.74,1.47,-0.09,0.01,-0.01,STD
-0.85,-9.68,1.43,-0.1,0,0.01,STD
-0.83,-9.67,1.4,-0.09,0,-0.01,STD
-0.85,-9.75,1.33,-0.07,0.01,-0.02,STD
-0.94,-9.73,1.3,-0.11,-0.02,0,STD
-0.82,-9.69,1.38,-0.11,0.04,-0.02,STD
-0.9,-9.74,1.32,-0.1,-0.01,-0.01,STD
-0.87,-9.75,1.36,-0.13,0.02,-0.02,STD
-0.86,-9.71,1.42,-0.1,0,-0.03,STD
-0.92,-9.7,1.37,-0.13,-0.02,-0.03,STD
-0.96,-9.78,1.49,-0.09,0,-0.03,STD
-0.98,-9.73,1.29,-0.11,0,-0.02,STD
-0.95,-9.73,1.46,-0.09,0.01,0,STD
-0.91,-9.73,1.22,-0.1,0.01,-0.02,STD
-0.96,-9.74,1.34,-0.1,-0.05,-0.01,STD
-1.02,-9.69,1.32,-0.1,-0.02,-0.01,STD
-0.95,-9.8,1.28,-0.09,-0.02,-0.01,STD
-0.97,-9.72,1.33,-0.13,-0.06,0,STD
-0.92,-9.74,1.4,-0.07,-0.01,0,STD
-0.95,-9.75,1.3,-0.1,-0.05,-0.01,STD
-0.86,-9.74,1.48,-0.11,-0.05,-0.01,STD
-0.92,-9.71,1.32,-0.07,-0.04,-0.03,STD
-0.99,-9.71,1.43,-0.1,-0.09,-0.01,STD
-0.95,-9.74,1.3,-0.07,-0.03,-0.03,STD
-0.97,-9.73,1.37,-0.1,-0.05,-0.01,STD
-1.03,-9.68,1.31,-0.08,-0.08,-0.02,STD
-0.96,-9.74,1.32,-0.09,-0.01,0,STD
-0.96,-9.73,1.34,-0.1,-0.04,0.02,STD
-0.89,-9.69,1.32,-0.1,-0.03,-0.01,STD
-0.93,-9.76,1.46,-0.09,-0.05,0.01,STD
-0.9,-9.73,1.36,-0.1,-0.02,0,STD
-0.9,-9.7,1.43,-0.07,-0.02,-0.01,STD
-0.98,-9.66,1.44,-0.1,-0.08,0.01,STD
-1.07,-9.77,1.4,-0.07,0.04,0,STD
-0.92,-9.76,1.27,-0.1,0.01,0.04,STD
-0.72,-9.65,1.4,-0.12,0.02,-0.01,STD
-0.88,-9.7,1.31,-0.07,-0.02,-0.03,STD
-0.93,-9.8,1.28,-0.12,0,-0.05,STD
-0.96,-9.72,1.48,-0.12,0,-0.04,STD
-0.99,-9.64,1.54,-0.09,-0.02,-0.01,STD
-0.95,-9.75,1.31,-0.09,-0.02,-0.04,STD
-0.86,-9.69,1.3,-0.13,0.05,-0.02,STD
-1.01,-9.62,1.33,-0.12,-0.01,-0.06,STD
-0.99,-9.75,1.28,-0.09,-0.03,-0.03,STD
-1.07,-9.79,1.22,-0.13,-0.01,-0.05,STD
-1.03,-9.71,1.4,-0.14,-0.08,-0.01,STD
-0.95,-9.69,1.37,-0.11,-0.01,-0.02,STD
-0.89,-9.76,1.32,-0.09,-0.03,0,STD
-0.94,-9.75,1.27,-0.12,-0.01,-0.02,STD
-0.85,-9.63,1.34,-0.11,0.01,0.02,STD
-0.88,-9.73,1.18,-0.08,0.09,0.02,STD
-0.66,-9.99,1.02,-0.12,0.06,-0.01,STD
-0.77,-9.83,1.36,-0.16,-0.04,-0.04,STD
-0.81,-9.69,1.65,-0.12,-0.06,-0.08,STD
-0.94,-9.85,1.45,-0.02,-0.07,-0.09,STD
-1.03,-9.73,1.47,-0.08,-0.1,-0.06,STD
-1.04,-9.66,1.43,0.02,-0.09,-0.03,STD
-0.96,-9.71,1.13,-0.02,0.01,0.02,STD
-0.94,-9.66,1.2,-0.06,0.08,0.02,STD
-0.82,-9.63,1.1,-0.08,0.05,0.07,STD
-0.7,-9.68,1.07,-0.08,0.05,0.02,STD
-0.77,-9.71,1.1,-0.15,-0.03,0.02,STD
-0.79,-9.75,1.27,-0.18,-0.02,0,STD
-0.66,-9.74,1.33,-0.16,-0.05,-0.03,STD
-0.7,-9.81,1.39,-0.16,-0.11,-0.05,STD
-0.85,-9.74,1.49,-0.16,-0.13,-0.09,STD
-0.87,-9.79,1.43,-0.12,-0.1,-0.08,STD
-0.94,-9.8,1.36,-0.1,-0.08,-0.08,STD
-1,-9.74,1.37,-0.1,-0.08,-0.03,STD
-0.85,-9.81,1.14,-0.07,-0.05,-0.02,STD
-0.82,-9.78,1.19,-0.1,-0.05,-0.01,STD
-0.84,-9.73,1.16,-0.1,-0.11,-0.02,STD
-0.91,-9.73,1.32,-0.1,-0.06,0.02,STD
-0.82,-9.83,1.2,-0.05,0,0.02,STD
-0.82,-9.72,1.24,-0.11,-0.05,0.04,STD
-0.74,-9.74,1.27,-0.06,0,0.05,STD
-0.81,-9.76,0.97,-0.1,0.04,0.02,STD
-0.65,-9.69,1.29,-0.13,-0.01,0.1,STD
-0.55,-9.76,1.19,-0.08,0.02,0.01,STD
-0.71,-9.75,1.27,-0.15,-0.05,-0.02,STD
-0.71,-9.68,1.33,-0.1,-0.01,-0.06,STD
-0.92,-9.78,1.26,-0.07,-0.05,-0.04,STD
-0.78,-9.74,1.17,-0.14,0.12,-0.08,STD
-0.87,-9.73,1.36,-0.1,0.03,-0.04,STD
-0.85,-9.77,1.11,-0.1,0.03,-0.08,STD
-0.93,-9.74,1.29,-0.12,0.07,-0.06,STD
-0.94,-9.78,1.15,-0.09,-0.02,-0.05,STD
-0.95,-9.74,1.15,-0.13,0,-0.04,STD
-1,-9.75,1.31,-0.11,0.03,-0.03,STD
-0.85,-9.85,1.14,-0.07,-0.01,0.01,STD
-0.83,-9.73,1.19,-0.16,0,-0.02,STD
-0.88,-9.69,1.33,-0.07,-0.04,0.02,STD
-0.77,-9.81,0.98,-0.09,-0.01,0.02,STD
-0.78,-9.73,1.23,-0.14,0.02,0.03,STD
-0.78,-9.75,1.15,-0.06,-0.03,0,STD
-0.73,-9.78,1.08,-0.14,0.01,0.02,STD
-0.71,-9.8,1.21,-0.08,-0.01,-0.01,STD
-0.76,-9.77,1.09,-0.12,-0.01,-0.01,STD
-0.82,-9.77,1.28,-0.1,0.01,-0.02,STD
-0.82,-9.77,1.16,-0.06,0.03,0,STD
-0.71,-9.78,1.07,-0.09,0.05,-0.04,STD
-0.9,-9.77,1.06,-0.1,-0.05,-0.04,STD
-0.88,-9.76,1.24,-0.11,-0.05,-0.05,STD
-0.96,-9.82,1.18,-0.08,0,0,STD
-0.91,-9.82,1.05,-0.09,0,-0.03,STD
-0.8,-9.75,1.17,-0.1,0.01,0,STD
-0.81,-9.72,1.15,-0.06,-0.03,-0.03,STD
-0.85,-9.77,1.2,-0.1,-0.01,-0.01,STD
-0.87,-9.73,1.22,-0.05,0.01,-0.01,STD
-0.69,-9.82,1.17,-0.07,0.07,0,STD
-0.55,-9.71,1.14,-0.07,0.03,-0.08,STD
-0.8,-9.76,1.05,-0.07,-0.17,-0.15,STD
-1.21,-9.65,1.36,-0.11,-0.14,-0.09,STD
-1.12,-9.8,1.18,-0.05,0.06,-0.01,STD
-0.96,-9.62,1.28,-0.16,0.07,0.13,STD
-0.69,-9.6,1.37,-0.07,0.08,0.09,STD
-0.82,-9.76,1.01,-0.05,0.08,0.1,STD
-0.8,-9.8,1.08,-0.12,0.06,0.07,STD
-0.81,-9.75,1.23,-0.07,0,0.09,STD
-0.85,-9.85,1.03,-0.09,0.03,0.03,STD
-0.84,-9.81,1.3,-0.17,-0.01,0.01,STD
-0.84,-9.72,1.46,-0.08,-0.06,0,STD
-0.97,-9.78,1.17,-0.06,0.02,-0.03,STD
-0.84,-9.79,1.19,-0.1,0.01,-0.03,STD
-0.9,-9.66,1.16,-0.1,-0.03,-0.04,STD
-0.9,-9.77,1.2,-0.07,-0.01,-0.07,STD
-0.96,-9.76,1.12,-0.1,-0.01,-0.06,STD
-0.95,-9.72,1.24,-0.1,-0.02,-0.06,STD
-0.97,-9.73,1.29,-0.09,-0.01,-0.05,STD
-0.97,-9.8,1.17,-0.07,0,-0.05,STD
-1.09,-9.7,1.28,-0.13,0.01,-0.02,STD
-0.93,-9.72,1.36,-0.05,0.01,0.03,STD
-0.9,-9.8,1.17,-0.07,0.09,0.02,STD
-0.83,-9.71,1.24,-0.11,0.01,0.05,STD
-0.78,-9.71,1.19,-0.07,0.05,0.01,STD
-0.75,-9.77,1.17,-0.1,0.01,-0.01,STD
-0.85,-9.67,1.22,-0.12,-0.05,-0.03,STD
-0.89,-9.78,1.36,-0.08,0.01,-0.04,STD
-0.91,-9.77,1.09,-0.1,0.01,-0.04,STD
-0.93,-9.69,1.37,-0.15,-0.03,-0.04,STD
-0.89,-9.73,1.29,-0.05,0,-0.05,STD
-1.06,-9.82,1.1,-0.12,-0.04,-0.05,STD
-0.99,-9.7,1.38,-0.11,-0.04,-0.02,STD
-1.01,-9.78,1.13,-0.05,0.03,-0.03,STD
-0.91,-9.76,1.25,-0.13,-0.03,0.01,STD
-0.89,-9.75,1.26,-0.07,-0.02,-0.02,STD
-0.88,-9.76,1.27,-0.11,0.02,0.01,STD
-0.81,-9.72,1.19,-0.08,0,-0.02,STD
-0.89,-9.71,1.28,-0.12,-0.02,0.01,STD
-0.84,-9.74,1.25,-0.07,0.02,-0.02,STD
-0.84,-9.81,1.13,-0.08,0,-0.02,STD
-0.89,-9.71,1.29,-0.12,-0.03,-0.02,STD
-0.89,-9.73,1.24,-0.07,0.04,-0.02,STD
-0.89,-9.79,1.11,-0.09,-0.02,-0.03,STD
-0.88,-9.73,1.27,-0.11,0.01,-0.02,STD
-0.93,-9.76,1.21,-0.08,0,-0.02,STD
-0.92,-9.77,1.19,-0.1,0,-0.01,STD
-0.9,-9.69,1.27,-0.11,-0.01,0,STD
-0.79,-9.8,1.21,-0.07,0,-0.02,STD
-0.93,-9.73,1.28,-0.11,-0.03,-0.01,STD
-0.85,-9.77,1.21,-0.1,-0.03,-0.01,STD
-0.86,-9.67,1.24,-0.1,0.02,0,STD
-0.79,-9.76,1.22,-0.08,-0.05,-0.04,STD
-0.92,-9.74,1.14,-0.11,-0.03,-0.01,STD
-0.92,-9.74,1.26,-0.1,0,-0.02,STD
-0.88,-9.77,1.1,-0.09,0,-0.01,STD
-0.86,-9.71,1.2,-0.14,-0.01,0,STD
-0.84,-9.73,1.24,-0.07,-0.03,-0.02,STD
-0.96,-9.72,1.14,-0.14,-0.02,-0.01,STD
-0.79,-9.82,1.27,-0.09,0,-0.01,STD
-0.96,-9.72,1.2,-0.12,-0.03,-0.02,STD
-0.89,-9.74,1.32,-0.09,-0.03,0,STD
-0.83,-9.8,1.14,-0.07,0.01,-0.01,STD
-0.87,-9.76,1.24,-0.12,-0.02,-0.01,STD
-0.79,-9.74,1.26,-0.07,-0.03,-0.02,STD
-0.82,-9.77,1.19,-0.1,-0.01,-0.03,STD
-0.88,-9.71,1.29,-0.09,-0.05,-0.02,STD
-0.85,-9.77,1.18,-0.07,0.01,-0.04,STD
-0.93,-9.7,1.31,-0.1,-0.03,-0.01,STD
-0.86,-9.69,1.22,-0.06,-0.01,-0.01,STD
-0.85,-9.81,1.1,-0.07,0.04,-0.03,STD
-0.93,-9.72,1.22,-0.12,-0.06,0,STD
-0.86,-9.74,1.13,-0.07,0.03,-0.01,STD
-0.88,-9.7,1.19,-0.13,-0.04,0.01,STD
-0.77,-9.73,1.33,-0.09,-0.05,-0.03,STD
-0.97,-9.77,1.17,-0.1,0,0.01,STD
-0.76,-9.72,1.29,-0.11,-0.03,-0.01,STD
-0.89,-9.71,1.3,-0.07,-0.03,-0.02,STD
-0.96,-9.75,1.21,-0.08,-0.04,0.01,STD
-0.98,-9.74,1.2,-0.12,0.06,0.02,STD
-0.78,-9.81,1.3,-0.06,0.03,0.04,STD
-0.62,-9.74,1.08,-0.11,0.02,-0.04,STD
-0.92,-9.64,1.4,-0.12,-0.1,-0.05,STD
-0.96,-9.77,1.19,-0.07,-0.01,-0.05,STD
-0.91,-9.78,1.24,-0.12,0.04,-0.02,STD
-0.84,-9.67,1.33,-0.09,-0.02,-0.02,STD
-0.91,-9.8,1.1,-0.09,0,-0.05,STD
-0.85,-9.76,1.29,-0.11,-0.02,-0.02,STD
-0.9,-9.72,1.33,-0.1,-0.05,-0.03,STD
-0.94,-9.82,1.26,-0.08,-0.04,-0.03,STD
-0.97,-9.72,1.27,-0.12,-0.04,-0.01,STD
-0.81,-9.81,1.41,-0.05,-0.04,0,STD
-1,-9.69,1.11,-0.11,-0.05,-0.02,STD
-0.82,-9.73,1.46,-0.07,-0.05,0.04,STD
-0.91,-9.76,1.06,-0.07,-0.03,-0.01,STD
-0.84,-9.69,1.39,-0.12,-0.01,0.04,STD
-0.79,-9.74,1.17,-0.05,0.06,0.01,STD
-0.71,-9.79,0.99,-0.13,-0.02,-0.01,STD
-0.88,-9.74,1.49,-0.11,-0.1,-0.02,STD
-0.98,-9.81,1.28,-0.05,0.05,0,STD
-0.75,-9.74,1.32,-0.12,0.06,0.02,STD
-0.71,-9.63,1.63,-0.09,-0.02,-0.02,STD
-0.91,-9.79,1.32,-0.02,0.01,-0.05,STD
-0.93,-9.72,1.3,-0.11,0.06,0,STD
-0.72,-9.62,1.29,-0.05,0.04,-0.04,STD
-0.89,-9.79,1.18,-0.05,-0.03,-0.04,STD
-1.02,-9.67,1.11,-0.13,0.03,-0.06,STD
-0.86,-9.65,1.4,-0.1,0.02,0.01,STD
-0.92,-9.68,1.23,-0.07,-0.01,-0.08,STD
-1.07,-9.77,1.46,-0.13,-0.01,-0.01,STD
-1.02,-9.77,1.33,-0.08,0.04,0,STD
-0.89,-9.71,1.41,-0.12,0.05,0.02,STD
-0.85,-9.74,1.39,-0.08,-0.01,0.01,STD
-1.07,-9.68,1.3,-0.1,0.01,0.01,STD
-0.9,-9.82,1.37,-0.06,0.07,0.06,STD
-0.84,-9.68,1.14,-0.11,0.1,0.02,STD
-0.79,-9.76,1.47,-0.11,-0.05,0.01,STD
-0.89,-9.7,1.24,-0.09,-0.01,-0.03,STD
-0.82,-9.74,1.47,-0.12,0.01,-0.02,STD
-0.82,-9.71,1.32,-0.08,-0.02,-0.04,STD
-0.8,-9.74,1.44,-0.12,0,-0.05,STD
-0.92,-9.71,1.24,-0.07,0,-0.08,STD
-0.91,-9.69,1.21,-0.12,-0.01,-0.06,STD
-0.97,-9.89,1.37,-0.1,-0.01,-0.07,STD
-1.09,-9.71,1.24,-0.12,0,-0.03,STD
-0.97,-9.76,1.32,-0.11,0.08,-0.02,STD
-1.05,-9.64,1.37,-0.11,-0.05,0,STD
-0.9,-9.79,1.38,-0.05,0.08,0.02,STD
-0.93,-9.76,1.05,-0.11,0.04,0.01,STD
-0.73,-9.65,1.41,-0.14,-0.06,0.03,STD
-0.97,-9.75,1.26,-0.06,0.04,-0.03,STD
-0.94,-9.77,1.25,-0.13,0,0.03,STD
-0.81,-9.82,1.36,-0.09,0.02,-0.01,STD
-0.92,-9.68,1.31,-0.1,0.02,0.02,STD
-0.75,-9.74,1.14,-0.07,0.05,-0.03,STD
-0.87,-9.77,1.25,-0.14,-0.05,-0.04,STD
-0.94,-9.67,1.46,-0.09,-0.03,-0.04,STD
-0.9,-9.8,1.15,-0.07,0.04,-0.05,STD
-0.85,-9.67,1.35,-0.13,-0.07,-0.04,STD
-0.91,-9.77,1.26,-0.07,0,-0.06,STD
-1.01,-9.8,1.14,-0.11,-0.02,-0.04,STD
-0.88,-9.7,1.32,-0.13,-0.02,-0.02,STD
-0.96,-9.73,1.33,-0.07,0.01,-0.04,STD
-1.01,-9.78,1.17,-0.11,-0.04,0,STD
-0.86,-9.79,1.36,-0.1,0.02,0,STD
-0.96,-9.7,1.14,-0.08,0,0,STD
-0.82,-9.74,1.28,-0.11,-0.02,0.03,STD
-0.8,-9.75,1.25,-0.08,0.01,-0.01,STD
-0.78,-9.75,1.24,-0.1,-0.04,0.01,STD
-0.87,-9.76,1.33,-0.09,0,-0.01,STD
-0.83,-9.79,1.18,-0.07,0,-0.01,STD
-0.77,-9.76,1.24,-0.11,0,0.02,STD
-0.82,-9.7,1.34,-0.08,0.01,-0.03,STD
-0.72,-9.83,1.17,-0.08,-0.03,-0.01,STD
-0.8,-9.69,1.46,-0.14,-0.01,-0.04,STD
-0.79,-9.69,1.23,-0.04,-0.01,-0.06,STD
-0.87,-9.76,1.24,-0.12,-0.06,-0.06,STD
-1.01,-9.76,1.27,-0.08,-0.01,-0.04,STD
-0.94,-9.79,1.09,-0.12,-0.02,-0.03,STD
-0.99,-9.67,1.45,-0.13,-0.06,-0.01,STD
-0.92,-9.84,1.2,-0.05,-0.01,-0.01,STD
-0.97,-9.74,1.28,-0.16,-0.03,0.04,STD
-0.83,-9.73,1.45,-0.06,-0.02,0.02,STD
-0.87,-9.76,1.18,-0.09,-0.01,0.02,STD
-0.74,-9.83,1.4,-0.09,-0.01,0.03,STD
-0.77,-9.68,1.15,-0.09,-0.01,-0.01,STD
-0.81,-9.73,1.39,-0.1,-0.03,0.01,STD
-0.79,-9.8,1.1,-0.06,0.01,-0.03,STD
-0.8,-9.74,1.24,-0.16,-0.04,-0.03,STD
-0.88,-9.72,1.4,-0.08,-0.03,-0.05,STD
-0.94,-9.8,1.14,-0.1,-0.01,-0.04,STD
-0.95,-9.73,1.41,-0.13,-0.01,-0.02,STD
-0.88,-9.74,1.26,-0.06,0.01,-0.02,STD
-0.96,-9.68,1.3,-0.12,-0.01,-0.01,STD
-0.77,-9.79,1.24,-0.06,-0.01,-0.01,STD
-0.94,-9.68,1.23,-0.13,-0.01,-0.02,STD
-0.83,-9.75,1.29,-0.07,-0.01,0,STD
-0.78,-9.78,1.11,-0.1,0,-0.03,STD
-0.87,-9.73,1.35,-0.14,-0.06,-0.02,STD
-0.92,-9.74,1.32,-0.06,-0.01,-0.03,STD
-0.89,-9.81,1.19,-0.1,0,-0.01,STD
-0.86,-9.75,1.26,-0.12,-0.01,-0.01,STD
-0.85,-9.77,1.32,-0.08,-0.01,0,STD
-0.74,-9.84,1.15,-0.1,0.03,-0.03,STD
-0.83,-9.66,1.33,-0.12,-0.04,-0.01,STD
-0.87,-9.74,1.22,-0.07,-0.01,-0.04,STD
-0.85,-9.74,1.21,-0.1,0.03,0,STD
-0.68,-9.77,1.2,-0.1,0.01,-0.03,STD
-0.81,-9.76,1.2,-0.11,-0.03,-0.04,STD
-0.84,-9.77,1.27,-0.11,-0.02,-0.03,STD
-0.89,-9.78,1.17,-0.09,0.01,-0.01,STD
-0.82,-9.73,1.37,-0.14,0,0,STD
-0.7,-9.72,1.26,-0.06,0.01,-0.01,STD
-0.76,-9.81,1.18,-0.11,0.01,-0.05,STD
-0.87,-9.7,1.4,-0.06,-0.09,-0.02,STD
-0.82,-9.89,0.96,-0.12,0,-0.04,STD
-0.78,-9.72,1.44,-0.15,-0.07,0.01,STD
-0.88,-9.66,1.32,-0.08,-0.03,-0.03,STD
-1,-9.81,1.27,-0.06,0.04,0.02,STD
-0.76,-9.67,1.06,-0.13,0.11,0.08,STD
-0.48,-9.78,1.05,-0.06,-0.02,0,STD
-0.8,-9.67,1.13,-0.19,-0.12,-0.04,STD
-0.96,-9.84,1.27,-0.07,-0.02,-0.03,STD
-0.87,-9.85,1.1,-0.17,0.02,0.02,STD
-0.84,-9.56,1.63,-0.15,-0.06,0.02,STD
-0.81,-9.84,1.33,0,0.03,0,STD
-0.9,-9.82,1.09,-0.13,0.03,-0.01,STD
-0.83,-9.66,1.23,-0.08,-0.06,0.03,STD
-0.82,-9.78,1.08,-0.07,0.06,-0.03,STD
-0.92,-9.78,1.02,-0.11,-0.08,0.01,STD
-0.87,-9.76,1.23,-0.1,0,0.01,STD
-0.87,-9.76,1.07,-0.08,0.05,0.01,STD
-0.78,-9.71,1.23,-0.14,-0.06,0.01,STD
-0.91,-9.71,1.19,-0.08,-0.02,-0.04,STD
-0.98,-9.76,1.16,-0.12,-0.04,0.01,STD
-0.84,-9.77,1.22,-0.08,0,-0.02,STD
-0.83,-9.8,1.21,-0.1,-0.12,-0.02,STD
-0.94,-9.72,1.12,-0.06,-0.37,-0.05,STD
-0.89,-9.74,1.22,-0.1,-0.09,-0.02,STD
-1.09,-9.74,1.12,-0.09,0.04,-0.03,STD
-0.71,-9.77,1.22,-0.11,-0.04,0.06,STD
-0.85,-9.69,1.19,-0.11,0.01,-0.03,STD
-0.8,-9.76,1.08,-0.1,-0.05,0.01,STD
-0.69,-9.8,1.16,-0.12,0.02,-0.05,STD
-0.92,-9.67,1.28,-0.13,-0.11,-0.03,STD
-0.76,-9.78,1.24,-0.07,0,-0.04,STD
-0.86,-9.77,1.16,-0.1,0.01,-0.05,STD
-0.76,-9.73,1.25,-0.1,-0.11,-0.03,STD
-0.82,-9.73,1.18,-0.08,0.03,-0.05,STD
-0.93,-9.76,1.1,-0.09,-0.06,-0.02,STD
-0.79,-9.78,1.11,-0.12,-0.05,-0.04,STD
-0.97,-9.74,1.27,-0.09,-0.04,-0.01,STD
-0.92,-9.78,1.16,-0.1,-0.07,-0.01,STD
-0.81,-9.82,1.19,-0.1,-0.01,0.01,STD
-0.91,-9.73,1.26,-0.1,-0.07,0.02,STD
-0.8,-9.73,1.28,-0.08,0,0.03,STD
-0.7,-9.8,1.21,-0.07,-0.02,0.02,STD
-0.68,-9.78,1.21,-0.1,-0.04,0.02,STD
-0.78,-9.68,1.32,-0.1,-0.02,-0.02,STD
-0.71,-9.8,1.15,-0.06,-0.07,-0.02,STD
-0.86,-9.7,1.3,-0.13,-0.04,-0.02,STD
-0.84,-9.79,1.22,-0.04,-0.05,-0.04,STD
-0.89,-9.78,1.17,-0.13,-0.02,0,STD
-0.9,-9.76,1.3,-0.08,-0.01,0,STD
-0.8,-9.73,1.09,-0.1,-0.01,-0.01,STD
-0.93,-9.72,1.34,-0.11,-0.05,0.03,STD
-0.79,-9.75,1.12,-0.07,0.03,0,STD
-0.81,-9.76,1.24,-0.13,-0.03,0.01,STD
-0.84,-9.76,1.25,-0.08,-0.05,0,STD
-0.8,-9.78,1.2,-0.1,0.03,-0.01,STD
-0.82,-9.69,1.34,-0.12,-0.04,0,STD
-0.77,-9.74,1.36,-0.08,-0.03,-0.03,STD
-1.01,-9.81,1.18,-0.07,0,-0.03,STD
-1.06,-9.69,1.39,-0.1,0.03,0.03,STD
-0.67,-9.8,1.12,-0.03,0.11,0,STD
-0.88,-9.8,1.13,-0.14,-0.09,-0.02,STD
-1.08,-9.64,1.51,-0.08,-0.07,-0.01,STD
